"","actor_account_id","dt_cnt","con_cnt","log_cnt","char_cnt","exp_amt","exp_mastery_amt","exhaust_cnt","exhaust_pvp_cnt","die_cnt","die_pvp_cnt","quest_cnt","party_join_cnt","party_kick_cnt","guild_join_cnt","guild_withdraw_cnt","teleport_cnt","pve_cnt","pvp_cnt","arena_cnt","lev_max","actor_job","dt_cnt_last","con_cnt_last","log_cnt_last","char_cnt_last","exp_amt_last","exp_mastery_amt_last","exhaust_cnt_last","exhaust_pvp_cnt_last","die_cnt_last","die_pvp_cnt_last","quest_cnt_last","party_join_cnt_last","party_kick_cnt_last","guild_join_cnt_last","guild_withdraw_cnt_last","teleport_cnt_last","pve_cnt_last","pvp_cnt_last","arena_cnt_last","dt_cnt_slope","con_cnt_slope","log_cnt_slope","char_cnt_slope","exp_amt_slope","exp_mastery_amt_slope","exhaust_cnt_slope","exhaust_pvp_cnt_slope","die_cnt_slope","die_pvp_cnt_slope","quest_cnt_slope","party_join_cnt_slope","party_kick_cnt_slope","guild_join_cnt_slope","guild_withdraw_cnt_slope","teleport_cnt_slope","pve_cnt_slope","pvp_cnt_slope","arena_cnt_slope","dt_cnt_cv","con_cnt_cv","log_cnt_cv","char_cnt_cv","exp_amt_cv","exp_mastery_amt_cv","exhaust_cnt_cv","exhaust_pvp_cnt_cv","die_cnt_cv","die_pvp_cnt_cv","quest_cnt_cv","party_join_cnt_cv","party_kick_cnt_cv","guild_join_cnt_cv","guild_withdraw_cnt_cv","teleport_cnt_cv","pve_cnt_cv","pvp_cnt_cv","arena_cnt_cv","churn_yn"
"11","0086503D",18,233,49528,9,3559620,15713943,218,26,134,10,884,130,0,2,0,305,7244,30,3,50,7,1,1,226,1,0,1005522,1,0,3,0,4,0,0,0,0,4,57,0,0,-0.899999999944729,-15.499999998992,-4707.99999984451,-0.699999999952625,-361848.599994569,-1066364.39998696,-20.7999999988709,-2.99999999987893,-11.3999999992709,-0.999999999947361,-87.3999999971259,-9.89999999924199,0,-0.199999999997368,0,-30.4999999995789,-736.699999987003,-2.89999999983419,-0.299999999976312,0.668977476599572,0.993471848612863,0.802360701615786,0.774267263881386,1.2913608863689,0.713921268155128,1.20370241480559,1.14095361339933,1.31298754324088,1.22474487139159,0.835568252986644,1.37845853365057,0,1.36930639376292,0,1.05753588843811,0.919815618487661,1.29636243217534,2.23606797749979,0
"12","008999EA",33,650,71629,9,1386097,27710104,86,2,221,168,1250,235,0,1,2,262,8256,219,75,50,6,7,172,15089,9,0,11096262,30,2,96,73,361,82,0,1,2,65,1557,119,18,0.4,16.1000000000763,-622.899999876158,0.200000000000001,-136302.799989238,1533402.59998264,3.70000000000526,0.399999999984208,19.0999999995236,15.1999999996421,34.5000000012055,18.6999999995157,0,0.199999999992104,0.399999999984208,2.40000000050534,-104.999999973115,24.399999999292,3.6000000000079,0.135519271363624,0.37806978550569,0.65017115763577,0.0508197267613589,2.23606797749979,0.748568074072932,0.706580748949737,2.23606797749979,0.748386743194372,0.77483905870408,0.758673384969792,0.630627673841657,0,2.23606797749979,2.23606797749979,0.884092654920969,1.13632330167432,1.01609716649683,0.565685424949238,0
"13","008B8315",16,457,44016,4,0,12612167,157,24,351,236,487,179,0,1,2,67,3017,395,205,50,2,4,21,2736,1,0,407891,15,1,13,4,34,15,0,0,0,8,188,9,7,-0.900000000002632,-21.1000000002053,-3671.80000002034,-0.199999999997368,0,-898841.000005073,-15.7000000000474,-2.29999999995262,-14.3000000000579,-2.50000000005001,-44.7000000002448,-18.4000000000553,0,0.099999999997368,-0.199999999984208,-4.60000000001579,-181.900000001477,-8.90000000020003,1.89999999985787,0.867152307844476,1.37653233519641,1.7733501544229,0.63887656499994,0,1.60939737457012,1.6663860154756,1.25819115507103,1.25200691896407,1.01122429595352,1.8659121307865,1.74364013695077,0,2.23606797749979,2.23606797749979,1.37189145627504,1.85242537212519,1.28239805303813,1.26855231098542,0
"14","008E8AF0",2,2,378,1,0,0,0,0,2,1,0,0,0,0,0,0,60,1,0,45,5,2,2,378,1,0,0,0,0,2,1,0,0,0,0,0,0,60,1,0,0.399999999984208,0.399999999984208,75.5999999970153,0.199999999992104,0,0,0,0,0.399999999984208,0.199999999992104,0,0,0,0,0,0,11.9999999995262,0.199999999992104,0,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,0,0,0,0,2.23606797749979,2.23606797749979,0,0,0,0,0,0,2.23606797749979,2.23606797749979,0,0
"15","00C172F0",7,26,5674,3,173,1835964,21,4,8,3,73,14,0,0,0,25,603,1,0,50,9,3,10,3458,2,173,569018,17,4,6,2,42,6,0,0,0,8,313,0,0,0.799999999976312,3.19999999989999,828.199999971338,0.499999999989472,34.599999998634,130381.199997969,3.79999999985524,0.799999999968416,1.39999999994736,0.499999999981576,10.4999999996394,1.99999999993157,0,0,0,2.29999999994473,77.8999999974865,0.099999999997368,0,0.95831484749991,1.07417231105915,1.25455739498224,1.08653373420044,2.23606797749979,1.28438188168858,1.75287260183866,2.23606797749979,1.62980060130066,1.49071198499986,1.20555728266804,1.39239919211557,0,0,0,0.938083151964686,1.07654904048873,2.23606797749979,0,0
"16","00CBE7F7",33,738,115754,1,0,19581208,216,14,347,133,1568,546,0,2,2,196,13360,176,0,50,5,6,52,8203,1,0,1943597,6,0,41,29,107,46,0,0,0,19,791,30,0,-0.299999999989472,-18.5999999994052,-2957.59999992094,0.0000000000000000993013661298909,0,-418359.399986268,-6.3999999999421,-2,-8.7999999999421,1.39999999994999,-35.9999999987893,-12.399999999671,0,-0.100000000002632,-0.100000000002632,-3.8999999998763,-373.29999998843,-2.89999999997105,0,0.0829882662886615,0.33035202078814,0.35502576991434,0,0,0.339247865598878,0.694504828292604,2.23606797749979,0.315702033706435,0.120716368235639,0.352400894625062,0.304012409787883,0,1.36930639376292,1.36930639376292,0.280305557638036,0.38010156294567,0.166507151555945,0,1
"17","00CE46EF",14,148,40037,5,0,11849123,166,5,126,33,592,78,0,1,0,164,5718,33,16,50,6,3,28,8683,1,0,1680891,37,3,37,4,138,20,0,0,0,21,999,7,0,-0.199999999992104,1.00000000003948,320.100000012078,0.100000000007896,0,-424067.700004713,0.900000000110541,0.199999999976312,2.09999999998421,-0.899999999971048,5.99999999995,1.99999999998158,0,-0.2,0,-5.19999999982892,-30.9999999963757,-1.30000000001579,-0.999999999971048,0.391230398217976,1.01035071199887,0.884940072121844,0.866025403784439,0,0.88833464829669,0.87024376972777,1.4142135623731,0.823544166211615,1.22904847216202,0.889146453445697,1.00295421618502,0,2.23606797749979,0,0.790421048818579,0.827523286189676,0.912870929175277,1.52133268057976,1
"18","00D81497",1,2,25,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,50,7,1,2,25,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.199999999992104,0.399999999984208,4.9999999998026,0.399999999984208,0,0,0,0,0,0,0.599999999976312,0,0,0,0,0,0,0,0,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,0,0,0,0,0,0,2.23606797749979,0,0,0,0,0,0,0,0,0
"19","00D81DCB",35,403,54253,9,885613,33287290,160,1,220,40,907,239,0,0,0,186,6452,34,0,50,1,7,42,7785,8,0,3131701,33,0,46,1,118,38,0,0,0,21,876,1,0,0,-15.9999999995947,-1606.59999999621,-0.199999999992104,0,-1700426.4999721,-3.00000000001579,0,-4.60000000012107,-4.40000000000263,-21.9999999998289,-4.09999999985261,0,0,0,-9.50000000009738,-238.900000000403,-2.60000000000263,0,0,0.399698937893333,0.404589072174503,0.0508197267613589,0,0.562608320193308,0.369821961510068,0,0.507535892369428,1.91536916892134,0.307765150325865,0.20951802914652,0,0,0,1.05244522634592,0.546483141766902,1.74746479735446,0,0
"20","00DDAEEA",29,529,43657,6,0,19634234,134,9,264,182,804,264,0,0,0,128,3054,176,105,50,1,7,152,13047,6,0,3565644,39,5,93,78,245,80,0,0,0,42,846,77,32,0.499999999984208,11.1999999994736,899.999999958902,0.000000000000000397205464519564,0,-561965.700007025,2.79999999986314,1.39999999994999,11.6999999995631,10.7999999995657,20.4999999991262,6.29999999968943,0,0,0,3.69999999984472,47.0999999963627,12.9999999995763,1.1999999998105,0.144251728712772,0.39587621356529,0.369615541390646,0,0,0.484853453051202,0.337844517187958,1.3833221775543,0.547444933061446,0.738094174314478,0.367068039026534,0.381796763096629,0,0,0,0.553911709406997,0.348763369586784,0.740059055686203,0.586100422371431,0
"21","00E1A8EB",15,176,49003,8,12780,11674065,171,18,75,1,597,77,0,0,0,114,6300,19,0,50,6,2,3,1113,2,0,120531,6,0,0,0,18,2,0,0,0,2,253,0,0,-1.09999999998158,-16.7999999997394,-4661.99999995887,-1.29999999996578,-1277.99999989909,-816522.499990678,-16.8999999997368,-1.79999999999474,-8.49999999995262,0,-54.1999999993683,-7.59999999985524,0,0,0,-8.79999999990788,-625.599999996012,-1.79999999999474,0,0.666666666666667,1.16324950636676,1.3486489042066,0.579721327499945,2.23606797749979,1.03967359155922,1.1161716142886,1.74275359206189,1.78395871044023,0,1.19937831567851,1.01419752703047,0,0,0,1.1867255707788,1.39972791191254,1.74275359206189,0,0
"22","00EE61F2",28,414,59561,7,844666,8284138,406,23,501,238,824,221,0,1,0,120,4426,194,29,50,5,6,64,7903,3,139307,2186727,41,1,73,44,75,31,0,0,0,14,509,17,0,0.199999999984208,-8.29999999997894,-1552.89999998152,-0.1,-11806.0000001081,82692.8999932509,-9.89999999986577,-1.70000000001579,-12.8999999997,-5.1999999999184,-37.299999999271,-5.49999999990262,0,0.00000000000263194897215128,0,-4.39999999991841,-116.599999999171,-9.0999999998763,-1.89999999993157,0.159719141249985,0.256892781192895,0.381632716173476,0.210662522117372,0.799396704002438,0.307651376181526,0.312032941101107,1.21191996435408,0.225245235275452,0.213903660010744,0.596187501391363,0.229277944097216,0,2.23606797749979,0,0.522923246405928,0.564601903721061,0.491439055915393,1.02658425679283,1
"23","00F7F5CF",33,254,67377,3,0,11569346,182,14,173,32,1180,225,0,2,2,102,8179,47,29,50,2,7,37,18681,1,0,2393875,33,0,33,4,247,34,0,0,0,22,3191,3,3,0.199999999997368,-4.79999999989735,3099.59999989464,-0.199999999994736,0,101801.399995582,1.79999999996842,-0.0999999999736802,1.69999999982629,-1.20000000002632,42.4999999986893,-3.09999999988419,0,0.00000000000526389794430256,0.00000000000526389794430256,4.99999999989472,766.699999974065,-1.59999999995262,-1.39999999997631,0.0829882662886615,0.383308966532997,0.540054555883394,0.342326598440729,0,0.251726726426077,0.437095606387272,1.0391735450851,0.525877992054614,0.987449588253701,0.555121390198931,0.300630205478904,0,2.23606797749979,2.23606797749979,0.529411764705882,0.917347379886369,0.702676111750631,0.778829868276006,0
"24","00FB45EC",21,53,3305,9,15106,1476677,11,0,8,0,54,11,0,0,0,0,134,0,0,50,1,5,5,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899999999981576,-2.29999999996315,-228.899999995623,-1.49999999997368,-1510.59999988072,8608.29999978561,-0.399999999949992,0,-0.199999999968417,0,-2.99999999979207,-0.399999999976312,0,0,0,0,-6.39999999938938,0,0,0.391230398217976,0.414450615782808,0.646790259655524,0.849836585598797,2.23606797749979,1.11695278514319,1.13180905436261,0,1.04582503316759,0,0.974204328708343,0.813115628181742,0,0,0,0,1.09246186836808,0,0,0
"25","00FC17FD",31,230,31909,2,0,9375642,186,1,325,152,492,165,0,0,0,30,2458,155,6,50,10,7,50,6643,2,0,1228602,30,0,61,32,103,33,0,0,0,6,615,33,3,0.0999999999973683,2.49999999993946,421.299999985269,0.199999999992104,0,21326.4000079603,3.99999999998947,0.00000000000263194897215128,8.49999999992631,2.50000000000526,9.59999999978155,1.59999999999474,0,0,0,1.0999999999421,72.2999999977997,6.19999999989209,0.599999999976312,0.134945165570012,0.200020830206306,0.342980615853095,0.372677996249965,0,0.945401983847304,0.498922865298982,2.23606797749979,0.332816722450859,0.209203532077647,0.366275399582344,0.169407731794735,0,0,0,0.656167322834318,0.545014797016379,0.44818028515145,2.23606797749979,1
"26","010010EB",30,502,83971,2,0,15135824,457,193,394,347,872,391,0,1,1,160,10770,606,7,50,5,4,63,10845,1,0,2397140,67,53,42,35,86,58,0,0,0,23,899,121,0,-0.499999999986841,-0.699999999747332,3276.89999997634,0.0999999999973681,0,592481.799988237,7.70000000062378,15.5999999996526,-5.29999999968417,-8.5999999996052,34.1000000000237,5.89999999992103,0,0.00000000000263194897215128,-0.0999999999921041,1.60000000007896,562.59999999696,23.1999999996052,0.399999999989472,0.204124145231931,0.265317349128074,0.684662841818795,0.372677996249965,0,0.591596295756714,0.750931603302852,0.85300847404356,0.26800816721064,0.285206247941952,0.852037246760002,0.341111090051531,0,2.23606797749979,2.23606797749979,0.402885377410504,1.04168613737564,0.443324530275852,2.23606797749979,0
"27","01032B49",10,23,20577,2,1028914,0,7,1,4,0,456,0,0,0,0,72,4784,1,0,43,3,5,12,12314,2,809972,0,1,0,3,0,232,0,0,0,0,48,2795,0,0,1.49999999994736,3.4999999998763,3289.09999988102,0.599999999978944,183888.599993028,0,0.799999999976312,0.099999999997368,0.69999999997368,0,68.7999999975786,0,0,0,0,11.9999999995578,757.899999972696,0.099999999997368,0,1.36930639376292,1.3714617648337,1.41284056945261,1.36930639376292,1.70473577382024,0,1.86262925862933,2.23606797749979,1.62980060130066,0,1.36965756100223,0,0,0,0,1.49071198499986,1.4013218362336,2.23606797749979,0,1
"28","01180EEB",35,342,97038,7,1262,19126397,351,126,475,169,792,465,0,0,0,166,8916,343,0,50,9,7,81,19205,1,0,3330810,75,18,84,11,181,109,0,0,0,29,1692,21,0,0,8.79999999991315,319.199999959117,-0.999999999963153,-126.199999990035,378352.199985439,5.09999999985261,-4.90000000002369,-4.69999999989999,-14.8999999997789,26.8999999993552,8.29999999973944,0,0,0,1.20000000004737,97.0999999969996,-26.2999999994183,0,0,0.31082731823026,0.12954109252659,0.63887656499994,2.23606797749979,0.303354993668132,0.189907144013658,0.556133958164639,0.14120625027115,0.94734624939971,0.341681573725471,0.229585612328928,0,0,0,0.225864940828698,0.141628079421547,0.875158480998673,0,0
"29","014267EC",6,43,3768,4,48,1645922,4,0,1,0,45,11,0,0,0,9,394,0,0,50,10,2,17,1379,4,48,101001,2,0,0,0,16,5,0,0,0,0,110,0,0,0.00000000000263203674298799,1.09999999997631,32.0000000001922,0.3,9.599999999621,-146145.299989822,0.299999999994736,0,0.00000000000263194897215128,0,0.600000000021056,0.399999999981576,0,0,0,-0.79999999994736,-3.19999999900511,0,0,0.697216688778396,0.728950140402673,0.73580633217444,0.746894396597954,2.23606797749979,1.79740844807717,1.04582503316759,0,2.23606797749979,0,0.777777777777778,0.813115628181742,0,0,0,1.3833221775543,1.13528687633648,0,0,0
"30","0155A7EE",32,370,46240,3,0,17504084,169,3,300,106,730,381,0,0,0,130,2794,113,73,50,1,6,59,8085,3,0,2473732,23,0,46,16,125,50,0,0,0,28,500,16,12,0.1,3.99999999998685,749.999999980213,0.000000000000000198602732259782,0,32028.6999993524,-0.800000000018425,-0.4,0.299999999818393,-0.400000000060537,7.79999999989208,-7.19999999995262,0,0,0,1.89999999990788,44.5999999988156,-0.300000000028951,0.999999999971049,0.0855816496101822,0.230841897972206,0.228153599705634,0,0,0.225959792035862,0.206777940362972,2.23606797749979,0.33390210681299,0.317718997418003,0.195110420367935,0.234167390557782,0,0,0,0.175881477118157,0.212543954790969,0.206934506473707,0.249511240979239,0
"31","015635EC",32,426,141704,9,3957736,19880888,381,20,253,85,2667,240,0,1,0,458,26072,41,11,50,3,6,140,25858,2,0,4805611,87,0,93,40,568,108,0,0,0,32,3524,3,3,0.1,33.899999999142,1233.29999994705,-0.199999999968417,-399438.799990553,197102.300003496,21.0999999996026,0.699999999989472,25.0999999992394,11.5999999995999,3.99999999955523,30.7999999989972,0,0.099999999997368,0,-17.2999999995131,-650.499999986369,2.29999999994736,1.39999999995526,0.0855816496101822,0.658974446764619,0.214578039701107,0.500472366661797,1.0195588541429,0.496290453245391,0.547528831932955,1.28695376762338,0.825628217654744,1.21053621336804,0.288670837990297,1.06860988360268,0,2.23606797749979,0,0.500913698718277,0.312516456595688,1.22377304432216,1.58765901787027,0
"32","015820FE",24,107,30575,3,0,7259382,138,5,89,27,543,123,0,0,0,97,3182,15,18,50,3,4,19,10272,1,0,1434397,11,0,9,1,201,42,0,0,0,26,1496,3,3,0.500000000010528,0.70000000007896,1576.7999999631,-0.399999999981576,0,127463.500006284,2.00000000008685,0,1.90000000003685,1.09999999999737,36.7999999990183,8.39999999980524,0,0,0,4.09999999996052,234.099999992975,0.899999999984208,1.29999999997894,0.400737167951486,0.310102655212298,0.500285603770248,0.464811125852264,0,0.59725785175152,0.634719357537621,0,0.578250308075148,1.15911061377506,0.57321602213721,0.569478878506887,0,0,0,0.452427291049292,0.816884695407509,0.756912588524373,1.05042613339939,1
"33","01679B62",23,243,39774,4,0,12305564,278,16,315,101,552,286,0,0,0,92,1952,299,16,50,2,4,24,6175,2,0,1368606,98,0,51,3,74,39,0,0,0,9,285,3,0,-0.399999999984208,-11.7999999996947,-998.899999979973,-0.2,0,-190209.999992738,16.3999999995552,-1.79999999991578,-6.29999999987103,-12.2999999998684,-15.4999999996368,-12.6999999997658,0,0,0,-5.39999999989209,-72.5999999987998,-40.7999999998605,-1.59999999987367,0.247864222847639,0.532603836772037,0.453657857200499,0.203278907045435,0,0.378026365529796,0.718014100484704,1.45572683735651,0.501057392798358,1.29176838966152,0.476442917705035,0.472015808518068,0,0,0,0.553102599090989,0.626594632940021,1.60419247256605,2.23606797749979,0
"34","01AAC5B1",32,306,48061,3,0,10202781,200,4,247,73,559,237,0,1,0,66,3641,79,9,50,5,6,59,7709,3,0,1608977,18,0,22,9,125,36,0,0,0,11,976,9,0,-0.199999999997368,-6.59999999978417,-1735.6999999433,0.199999999992104,0,-323269.000000202,-17.4999999997105,-0.8,-13.1999999996657,-1.40000000002106,-13.0999999999684,-8.89999999972891,0,-0.2,0,-1.10000000000526,-8.80000000216875,-1.20000000002106,-0.6,0.0855816496101822,0.420456019990471,0.466359087018731,0.203278907045435,0,0.41786589793958,0.778364576239002,2.23606797749979,0.572406229846216,0.645181963189456,0.433046713556587,0.468259040409921,0,2.23606797749979,0,0.227449785664125,0.356574498981286,0.63887656499994,2.23606797749979,0
"35","01C03A3E",32,709,186912,8,18930,61013012,207,23,363,91,1541,510,0,2,1,139,28740,178,86,50,5,7,129,19028,4,50,4227580,64,3,78,14,245,90,0,1,0,22,1700,28,15,-0.00000000000789621555396803,-11.2999999999842,-3957.29999957659,0.399999999989472,1897.99999994991,-2504359.69989818,5.09999999972101,0.600000000007896,1.19999999990788,-5.39999999986314,-15.2999999994973,-4.89999999990525,0,0.199999999994736,-0.2,-1.09999999992631,-845.499999897511,-6.39999999982629,-4.99999999986577,0.0855816496101822,0.259316757307978,0.618150492466616,0.220173691193178,2.22869262805907,0.504187208016794,0.448936106428458,0.559016994374947,0.100251595681218,0.644722586649203,0.114245291490212,0.136905466429677,0,1.36930639376292,2.23606797749979,0.178980315362325,0.977903338422878,0.497915733349319,0.81229066030572,1
